n-size,edge_probability,operations_count,operations_count,output
20,0.3,2952,9.428E-6,false
20,0.3,2825,1.1524E-5,false
20,0.3,2824,2.8635E-5,true
20,0.3,2618,7.612E-6,false
20,0.3,2144,1.0406E-5,false
20,0.3,2721,1.285E-5,false
20,0.3,3411,2.6679E-5,true
20,0.3,2746,5.308E-6,false
20,0.3,2742,2.8635E-5,true
20,0.3,2956,2.9752E-5,true
20,0.3,2665,2.9124E-5,true
20,0.3,2703,2.4863E-5,true
20,0.3,2959,2.4724E-5,true
20,0.3,413,2.444E-6,false
20,0.3,2706,3.2896E-5,true
20,0.3,2625,1.1035E-5,false
20,0.3,2309,6.146E-6,false
20,0.3,2268,4.749E-6,false
20,0.3,2437,7.682E-6,false
20,0.3,2785,8.521E-6,false
20,0.3,823,2.793E-6,false
20,0.3,3260,6.146E-6,false
20,0.3,2822,1.0476E-5,false
20,0.3,2668,3.967E-5,true
20,0.3,2539,1.2362E-5,false
20,0.3,2268,9.988E-6,false
20,0.3,2950,6.565E-6,false
20,0.3,2868,3.0521E-5,true
20,0.3,2892,5.588E-6,false
20,0.3,2752,2.8216E-5,true
20,0.3,2334,5.239E-6,false
20,0.3,3071,1.0406E-5,false
20,0.3,2041,9.638E-6,false
20,0.3,2909,2.6889E-5,true
20,0.3,2752,2.5842E-5,true
20,0.3,2415,1.2292E-5,false
20,0.3,2293,9.499E-6,false
20,0.3,2250,1.0965E-5,false
20,0.3,2667,2.8635E-5,true
20,0.3,2538,2.4793E-5,true
20,0.3,3111,6.705E-6,false
20,0.3,453,2.933E-6,false
20,0.3,2124,5.168E-6,false
20,0.3,2791,3.1009E-5,true
20,0.3,2824,1.334E-5,false
20,0.3,3115,4.7631E-5,true
20,0.3,3076,6.984E-6,false
20,0.3,2393,5.378E-6,false
20,0.3,2889,5.657E-6,false
20,0.3,3116,1.0127E-5,false
20,0.3,1629,3.772E-6,false
20,0.3,2559,5.727E-6,false
20,0.3,2537,4.749E-6,false
20,0.3,2576,7.054E-6,false
20,0.3,2949,6.286E-6,false
20,0.3,2498,5.238E-6,false
20,0.3,2826,4.861E-5,true
20,0.3,2744,6.774E-6,false
20,0.3,2827,5.099E-6,false
20,0.3,2187,4.26E-6,false
20,0.3,2949,5.238E-6,false
20,0.3,2872,2.9054E-5,true
20,0.3,2989,5.308E-6,false
20,0.3,2600,5.168E-6,false
20,0.3,2390,5.657E-6,false
20,0.3,3070,5.658E-6,false
20,0.3,454,6.705E-6,false
20,0.3,2913,8.102E-6,false
20,0.3,3122,2.8565E-5,true
20,0.3,2624,2.654E-5,true
20,0.3,2639,4.68E-6,false
20,0.3,2621,5.727E-6,false
20,0.3,3012,6.356E-6,false
20,0.3,2578,5.657E-6,false
20,0.3,2250,4.819E-6,false
20,0.3,3157,6.286E-6,false
20,0.3,1875,5.238E-6,false
20,0.3,2585,7.124E-6,false
20,0.3,2828,6.635E-6,false
20,0.3,2419,7.613E-6,false
20,0.3,2682,5.657E-6,false
20,0.3,2630,3.3384E-5,true
20,0.3,2868,1.1804E-5,false
20,0.3,2830,7.962E-6,false
20,0.3,1507,5.308E-6,false
20,0.3,2185,6.705E-6,false
20,0.3,2871,1.3479E-5,false
20,0.3,2888,1.0127E-5,false
20,0.3,3363,4.8051E-5,true
20,0.3,2456,1.1314E-5,false
20,0.3,2376,6.077E-6,false
20,0.3,2710,7.612E-6,false
20,0.3,2125,1.3409E-5,false
20,0.3,2499,7.683E-6,false
20,0.3,2518,6.076E-6,false
20,0.3,2689,5.727E-6,false
20,0.3,2540,2.8635E-5,true
20,0.3,1032,4.819E-6,false
20,0.3,2398,5.658E-6,false
20,0.3,2459,4.819E-6,false
20,0.3,2957,6.076E-6,false
20,0.3,2828,2.9054E-5,true
20,0.3,3040,2.4724E-5,true
20,0.3,2585,4.819E-6,false
20,0.3,3239,6.285E-6,false
20,0.3,2808,7.613E-6,false
20,0.3,3243,6.146E-6,false
20,0.3,2499,2.6679E-5,true
20,0.3,2231,5.238E-6,false
20,0.3,2001,4.33E-6,false
20,0.3,2792,3.6806E-5,true
20,0.3,2415,5.867E-6,false
20,0.3,2764,6.216E-6,false
20,0.3,2787,6.845E-6,false
20,0.3,2580,3.2895E-5,true
20,0.3,2783,6.635E-6,false
20,0.3,3159,6.705E-6,false
20,0.3,2946,5.727E-6,false
20,0.3,2662,5.727E-6,false
20,0.3,2829,5.657E-6,false
20,0.3,3135,1.0058E-5,false
20,0.3,2186,5.727E-6,false
20,0.3,2830,6.216E-6,false
20,0.3,2869,6.285E-6,false
20,0.3,2665,2.9543E-5,true
20,0.3,2481,4.819E-6,false
20,0.3,2661,5.588E-6,false
20,0.3,1194,3.282E-6,false
20,0.3,2703,6.076E-6,false
20,0.3,2294,1.1524E-5,false
20,0.3,2023,6.216E-6,false
20,0.3,2764,5.797E-6,false
20,0.3,2376,6.216E-6,false
20,0.3,2250,3.527E-5,true
20,0.3,3411,8.032E-6,false
20,0.3,2952,1.1803E-5,false
20,0.3,2873,7.263E-6,false
20,0.3,3372,3.0521E-5,true
20,0.3,1632,3.353E-6,false
20,0.3,2782,1.1454E-5,false
20,0.3,2948,7.683E-6,false
20,0.3,2456,9.569E-6,false
20,0.3,2500,7.123E-6,false
20,0.3,3287,3.9181E-5,true
20,0.3,3094,8.451E-6,false
20,0.3,2376,2.7239E-5,true
20,0.3,2993,2.626E-5,true
20,0.3,3142,5.727E-6,false
20,0.3,2463,8.241E-6,false
20,0.3,2607,7.124E-6,false
20,0.3,3113,4.2533E-5,true
20,0.3,2700,3.2895E-5,true
20,0.3,2928,6.146E-6,false
20,0.3,2251,3.527E-5,false
20,0.3,3242,1.7531E-5,false
20,0.3,3162,4.2114E-5,true
20,0.3,453,2.374E-6,false
20,0.3,2623,4.1415E-5,true
20,0.3,2535,7.263E-6,false
20,0.3,2440,5.797E-6,false
20,0.3,2666,3.5899E-5,true
20,0.3,2501,3.7155E-5,true
20,0.3,2379,6.635E-6,false
20,0.3,2969,8.172E-6,false
20,0.3,2868,6.216E-6,false
20,0.3,2747,3.2476E-5,true
20,0.3,1195,3.771E-6,false
20,0.3,2496,6.285E-6,false
20,0.3,2664,5.797E-6,false
20,0.3,2788,6.635E-6,false
20,0.3,2996,1.0546E-5,false
20,0.3,3115,2.9124E-5,true
20,0.3,3165,9.498E-6,false
20,0.3,3000,3.3384E-5,true
20,0.3,3003,3.1987E-5,true
20,0.3,3052,6.076E-6,false
20,0.3,2968,6.216E-6,false
20,0.3,3072,2.9124E-5,true
20,0.3,2748,6.146E-6,false
20,0.3,2789,5.238E-6,false
20,0.3,2418,4.26E-6,false
20,0.3,2704,6.705E-6,false
20,0.3,2209,4.4E-6,false
20,0.5,4270,3.3314E-5,true
20,0.5,4472,1.2502E-5,false
20,0.5,4453,1.2362E-5,false
20,0.5,4222,3.3384E-5,true
20,0.5,3612,4.7981E-5,true
20,0.5,4469,2.8565E-5,true
20,0.5,3818,2.6749E-5,true
20,0.5,4268,3.8064E-5,true
20,0.5,3893,1.2571E-5,false
20,0.5,4103,2.3746E-5,false
20,0.5,4964,6.2019E-5,true
20,0.5,4436,1.4108E-5,false
20,0.5,4653,1.5086E-5,false
20,0.5,4398,3.4292E-5,true
20,0.5,3817,4.4768E-5,true
20,0.5,4352,3.7994E-5,true
20,0.5,4642,3.3105E-5,true
20,0.5,4603,3.1499E-5,true
20,0.5,4189,1.0407E-5,false
20,0.5,4031,3.2476E-5,true
20,0.5,4267,2.8565E-5,true
20,0.5,4518,3.4432E-5,true
20,0.5,4554,8.171E-6,false
20,0.5,4519,3.7993E-5,true
20,0.5,4803,1.0965E-5,false
20,0.5,4185,3.101E-5,true
20,0.5,4555,8.521E-6,false
20,0.5,4279,7.054E-6,false
20,0.5,4062,8.031E-6,false
20,0.5,4567,3.7156E-5,true
20,0.5,3903,5.0635E-5,true
20,0.5,4170,1.348E-5,false
20,0.5,4425,8.66E-6,false
20,0.5,4308,9.568E-6,false
20,0.5,3983,9.498E-6,false
20,0.5,4716,2.9822E-5,true
20,0.5,3821,8.032E-6,false
20,0.5,3941,2.6749E-5,true
20,0.5,4840,7.682E-6,false
20,0.5,4355,7.194E-6,false
20,0.5,4268,4.7772E-5,true
20,0.5,4473,3.9391E-5,true
20,0.5,4157,1.0057E-5,false
20,0.5,4718,3.7155E-5,true
20,0.5,4968,3.2406E-5,true
20,0.5,4064,3.2895E-5,true
20,0.5,4029,7.054E-6,false
20,0.5,4349,6.774E-6,false
20,0.5,4516,3.953E-5,true
20,0.5,4431,4.2394E-5,true
20,0.5,4270,3.9949E-5,true
20,0.5,4801,1.0476E-5,false
20,0.5,4185,6.286E-6,false
20,0.5,4433,3.4082E-5,true
20,0.5,3323,3.1009E-5,true
20,0.5,4716,3.5689E-5,true
20,0.5,4231,3.4292E-5,true
20,0.5,3936,6.147E-6,false
20,0.5,3960,5.797E-6,false
20,0.5,4273,7.193E-6,false
20,0.5,4349,3.2406E-5,true
20,0.5,4028,3.2965E-5,true
20,0.5,4512,3.2895E-5,true
20,0.5,4398,3.0032E-5,true
20,0.5,3893,3.1778E-5,false
20,0.5,4224,9.08E-6,false
20,0.5,4471,3.0451E-5,true
20,0.5,4036,1.2223E-5,false
20,0.5,4277,3.4082E-5,true
20,0.5,4426,3.094E-5,true
20,0.5,4398,2.8077E-5,true
20,0.5,4524,6.705E-6,false
20,0.5,4087,6.286E-6,false
20,0.5,4266,3.8483E-5,true
20,0.5,4185,4.3371E-5,true
20,0.5,4307,7.682E-6,false
20,0.5,4150,6.635E-6,false
20,0.5,4805,3.4572E-5,true
20,0.5,4315,3.1918E-5,true
20,0.5,4228,3.3943E-5,true
20,0.5,4063,2.8984E-5,true
20,0.5,4596,1.2921E-5,false
20,0.5,4842,3.3314E-5,true
20,0.5,3980,1.0546E-5,false
20,0.5,4470,3.2686E-5,true
20,0.5,4519,3.1079E-5,true
20,0.5,4270,3.2965E-5,true
20,0.5,4307,3.094E-5,true
20,0.5,4231,3.101E-5,true
20,0.5,4105,3.5759E-5,true
20,0.5,4494,7.123E-6,false
20,0.5,4560,8.032E-6,false
20,0.5,4640,7.263E-6,false
20,0.5,4106,6.286E-6,false
20,0.5,4024,3.2895E-5,true
20,0.5,4514,3.3035E-5,true
20,0.5,4403,4.4069E-5,true
20,0.5,4296,9.01E-6,false
20,0.5,4243,3.5829E-5,true
20,0.5,4480,3.3873E-5,true
20,0.5,4403,3.4362E-5,true
20,0.5,4024,4.0647E-5,true
20,0.5,3986,9.988E-6,false
20,0.5,4354,3.3873E-5,true
20,0.5,3950,2.6679E-5,true
20,0.5,3937,8.101E-6,false
20,0.5,4390,7.682E-6,false
20,0.5,4144,8.032E-6,false
20,0.5,4283,1.0825E-5,false
20,0.5,4598,8.101E-6,false
20,0.5,4317,3.5969E-5,true
20,0.5,4361,6.635E-6,false
20,0.5,4185,1.2991E-5,false
20,0.5,4232,4.379E-5,true
20,0.5,3904,1.0965E-5,false
20,0.5,4055,1.3968E-5,false
20,0.5,4123,1.0196E-5,false
20,0.5,5009,3.527E-5,true
20,0.5,4637,3.0591E-5,true
20,0.5,5195,4.1555E-5,true
20,0.5,4598,3.7504E-5,true
20,0.5,4017,9.498E-6,false
20,0.5,4355,7.613E-6,false
20,0.5,4328,6.635E-6,false
20,0.5,4075,3.1918E-5,true
20,0.5,4187,2.8216E-5,true
20,0.5,4234,3.0381E-5,true
20,0.5,3981,6.635E-6,false
20,0.5,4227,2.9612E-5,true
20,0.5,4515,1.313E-5,false
20,0.5,4635,4.2743E-5,true
20,0.5,4480,1.2292E-5,false
20,0.5,4887,1.1942E-5,false
20,0.5,4232,6.705E-6,false
20,0.5,4885,4.6863E-5,true
20,0.5,4520,1.4178E-5,false
20,0.5,4312,1.0127E-5,false
20,0.5,4431,3.6317E-5,true
20,0.5,4268,3.1918E-5,true
20,0.5,4061,7.054E-6,false
20,0.5,4232,3.8972E-5,true
20,0.5,3939,6.705E-6,false
20,0.5,4309,3.3873E-5,true
20,0.5,4555,7.543E-6,false
20,0.5,4343,2.5771E-5,true
20,0.5,3978,4.5886E-5,true
20,0.5,4312,1.1454E-5,false
20,0.5,4064,3.2406E-5,true
20,0.5,4348,7.613E-6,false
20,0.5,4022,3.3873E-5,true
20,0.5,4360,9.429E-6,false
20,0.5,4228,4.8469E-5,true
20,0.5,4601,3.8971E-5,true
20,0.5,4434,3.0939E-5,true
20,0.5,4467,4.5257E-5,true
20,0.5,4353,4.0159E-5,true
20,0.5,4436,3.101E-5,true
20,0.5,4227,7.683E-6,false
20,0.5,4187,3.1917E-5,true
20,0.5,4249,5.099E-6,false
20,0.5,4107,7.124E-6,false
20,0.5,4516,6.775E-6,false
20,0.5,4559,4.1136E-5,true
20,0.5,4232,3.7714E-5,true
20,0.5,4389,3.1429E-5,true
20,0.5,4105,9.079E-6,false
20,0.5,4478,3.101E-5,true
20,0.5,4393,5.9505E-5,true
20,0.5,3935,3.953E-5,true
20,0.5,4350,4.1974E-5,true
20,0.5,4191,3.8134E-5,true
20,0.5,4925,4.3022E-5,true
20,0.5,4470,2.5701E-5,true
20,0.5,4431,7.124E-6,false
20,0.5,4076,5.6432E-5,true
20,0.5,4682,3.478E-5,true
20,0.5,4395,3.2895E-5,true
20,0.5,4517,3.1918E-5,true
20,0.5,4179,3.3803E-5,true
20,0.5,4561,2.8635E-5,true
20,0.5,4677,7.543E-6,false
20,0.5,4394,3.0032E-5,true
20,0.5,4392,2.7168E-5,true
20,0.5,4521,3.3315E-5,true
20,0.5,4510,7.263E-6,false
20,0.5,4278,2.6261E-5,true
20,0.5,4392,2.9054E-5,true
20,0.5,4352,2.7238E-5,true
20,0.5,4558,3.1498E-5,true
20,0.5,4312,3.0521E-5,true
20,0.5,4002,8.591E-6,false
20,0.5,4593,6.635E-6,false
20,0.5,3775,2.64E-5,true
20,0.5,4484,7.194E-6,false
20,0.5,4436,2.64E-5,true
20,0.5,4354,6.635E-6,false
20,0.5,4244,6.704E-6,false
20,0.5,4643,6.845E-6,false
20,0.5,4231,2.8565E-5,true
20,0.5,4436,2.9823E-5,true
20,0.5,4102,3.1498E-5,true
20,0.5,4109,2.6679E-5,true
20,0.5,4346,1.0407E-5,false
20,0.5,4266,9.079E-6,false
20,0.5,4396,3.0521E-5,true
20,0.5,4223,1.2362E-5,false
20,0.5,4763,7.752E-6,false
20,0.5,4225,8.59E-6,false
20,0.5,4430,7.543E-6,false
20,0.5,4361,2.5492E-5,true
20,0.5,3569,9.359E-6,false
20,0.5,4353,3.101E-5,true
20,0.5,4734,6.705E-6,false
20,0.5,4640,8.032E-6,false
20,0.5,4352,7.194E-6,false
20,0.5,4485,3.5758E-5,true
20,0.5,4350,2.7657E-5,true
20,0.5,4477,2.5701E-5,true
20,0.5,3817,2.7657E-5,true
20,0.5,4358,9.009E-6,false
20,0.5,4308,2.9613E-5,true
20,0.5,4485,9.08E-6,false
20,0.5,4062,1.2781E-5,false
20,0.5,4311,4.4908E-5,true
20,0.5,4187,1.0476E-5,false
20,0.5,4266,7.613E-6,false
20,0.5,3834,6.216E-6,false
20,0.5,4510,6.775E-6,false
20,0.5,4351,2.6749E-5,true
20,0.5,4105,2.3955E-5,true
20,0.5,4020,2.5213E-5,true
20,0.5,4223,6.705E-6,false
20,0.5,4315,6.705E-6,false
20,0.5,4931,2.4794E-5,true
20,0.5,4152,2.8216E-5,true
20,0.5,4337,6.984E-6,false
20,0.5,3810,9.568E-6,false
20,0.5,4371,8.241E-6,false
20,0.5,4523,4.1555E-5,true
20,0.5,4720,9.708E-6,false
20,0.5,5171,2.5771E-5,true
20,0.5,4107,2.8216E-5,true
20,0.5,3853,7.194E-6,false
20,0.5,4444,6.635E-6,false
20,0.5,4308,6.705E-6,false
20,0.5,3956,5.797E-6,false
20,0.5,3567,2.9124E-5,true
20,0.5,4126,6.635E-6,false
20,0.5,4508,2.7447E-5,true
20,0.5,4098,1.0127E-5,false
20,0.5,4431,3.4292E-5,true
20,0.5,4350,2.5143E-5,true
20,0.5,4313,7.612E-6,false
20,0.5,4893,2.8076E-5,true
20,0.5,4271,2.8634E-5,true
20,0.5,4065,5.657E-6,false
20,0.5,4555,5.657E-6,false
20,0.5,4393,7.124E-6,false
20,0.5,4316,2.7727E-5,true
20,0.5,4818,2.6121E-5,true
20,0.5,4428,2.6609E-5,true
20,0.5,4679,9.568E-6,false
20,0.5,4431,7.542E-6,false
20,0.5,4774,3.0102E-5,true
20,0.5,4524,6.146E-6,false
20,0.5,4057,6.566E-6,false
20,0.5,4399,2.7308E-5,true
20,0.5,3978,6.146E-6,false
20,0.5,4394,3.0031E-5,true
20,0.5,4553,2.9124E-5,true
20,0.5,4147,2.5492E-5,true
20,0.5,4069,2.8077E-5,true
20,0.5,3937,2.7238E-5,true
20,0.5,4060,2.5213E-5,true
20,0.5,4143,2.619E-5,true
20,0.5,3854,7.473E-6,false
20,0.5,4752,9.219E-6,false
20,0.5,4312,6.565E-6,false
20,0.5,4471,7.263E-6,false
20,0.5,4324,7.123E-6,false
20,0.5,4637,2.8216E-5,true
20,0.5,4272,2.6749E-5,true
20,0.5,4434,2.7378E-5,true
20,0.5,4768,2.4724E-5,true
20,0.5,4515,2.668E-5,true
20,0.5,4208,6.146E-6,false
20,0.5,4562,6.635E-6,false
20,0.5,4224,9.987E-6,false
20,0.5,4268,2.5702E-5,true
20,0.5,4440,2.4304E-5,true
20,0.5,4233,2.8914E-5,true
20,0.5,3894,5.727E-6,false
20,0.5,4428,6.635E-6,false
20,0.5,3817,7.194E-6,false
20,0.5,4516,2.6749E-5,true
20,0.5,3811,6.215E-6,false
20,0.5,4600,6.286E-6,false
20,0.5,3362,6.146E-6,false
20,0.5,4967,6.565E-6,false
20,0.5,4490,8.52E-6,false
20,0.7,5923,3.1289E-5,true
20,0.7,5994,2.6749E-5,true
20,0.7,5872,2.7168E-5,true
20,0.7,5341,2.9543E-5,true
20,0.7,5889,6.146E-6,false
20,0.7,5794,2.4095E-5,true
20,0.7,6232,2.7587E-5,true
20,0.7,5990,6.565E-6,false
20,0.7,5868,2.8565E-5,true
20,0.7,5836,2.8565E-5,true
20,0.7,6032,2.5283E-5,true
20,0.7,5537,2.5771E-5,true
20,0.7,5824,2.6749E-5,true
20,0.7,6114,2.6749E-5,true
20,0.7,6121,2.6749E-5,true
20,0.7,5703,2.8704E-5,true
20,0.7,6248,3.2337E-5,true
20,0.7,5994,2.7588E-5,true
20,0.7,5662,2.3885E-5,true
20,0.7,5750,2.4515E-5,true
20,0.7,6199,2.2558E-5,true
20,0.7,5420,2.8216E-5,true
20,0.7,5714,2.8565E-5,true
20,0.7,6154,2.2419E-5,true
20,0.7,5990,6.705E-6,false
20,0.7,6078,2.7099E-5,true
20,0.7,5667,6.146E-6,false
20,0.7,5550,7.054E-6,false
20,0.7,6113,8.032E-6,false
20,0.7,6322,2.8356E-5,true
20,0.7,6189,2.5701E-5,true
20,0.7,5829,2.6958E-5,true
20,0.7,5824,2.4934E-5,true
20,0.7,6159,2.6121E-5,true
20,0.7,6071,2.3746E-5,true
20,0.7,5501,2.5353E-5,true
20,0.7,5916,6.565E-6,false
20,0.7,5911,3.1987E-5,true
20,0.7,6003,2.4794E-5,true
20,0.7,5661,2.9124E-5,true
20,0.7,6081,2.6888E-5,true
20,0.7,6446,3.8552E-5,true
20,0.7,5797,2.9124E-5,true
20,0.7,5947,2.3955E-5,true
20,0.7,5873,2.3956E-5,true
20,0.7,6155,2.5562E-5,true
20,0.7,5312,2.8704E-5,true
20,0.7,5865,2.5282E-5,true
20,0.7,6119,2.4654E-5,true
20,0.7,6040,2.6261E-5,true
20,0.7,5534,2.633E-5,true
20,0.7,5913,2.5702E-5,true
20,0.7,5877,2.8635E-5,true
20,0.7,5870,2.3886E-5,true
20,0.7,6073,2.4374E-5,true
20,0.7,5624,7.892E-6,false
20,0.7,5915,2.5771E-5,true
20,0.7,6327,2.7657E-5,true
20,0.7,5861,2.3956E-5,true
20,0.7,6080,2.4445E-5,true
20,0.7,5876,2.5841E-5,true
20,0.7,5786,6.775E-6,false
20,0.7,5991,2.3257E-5,true
20,0.7,5788,2.1861E-5,true
20,0.7,5912,2.3327E-5,true
20,0.7,6116,2.4724E-5,true
20,0.7,6116,2.3397E-5,true
20,0.7,5663,2.2908E-5,true
20,0.7,5492,2.7099E-5,true
20,0.7,6574,2.2908E-5,true
20,0.7,5584,2.5842E-5,true
20,0.7,5863,8.52E-6,false
20,0.7,5949,2.4794E-5,true
20,0.7,5868,3.1499E-5,true
20,0.7,5584,2.5282E-5,true
20,0.7,5620,2.4026E-5,true
20,0.7,5910,2.4444E-5,true
20,0.7,5871,2.3466E-5,true
20,0.7,5787,2.4375E-5,true
20,0.7,5669,2.4375E-5,true
20,0.7,5869,2.3746E-5,true
20,0.7,5627,2.2908E-5,true
20,0.7,5990,2.4305E-5,true
20,0.7,6072,2.7657E-5,true
20,0.7,5756,2.7657E-5,true
20,0.7,5542,2.8076E-5,true
20,0.7,5991,2.633E-5,true
20,0.7,6040,2.8076E-5,true
20,0.7,5784,2.2279E-5,true
20,0.7,5870,2.6261E-5,true
20,0.7,5761,3.8133E-5,true
20,0.7,6120,2.2279E-5,true
20,0.7,6242,2.668E-5,true
20,0.7,5871,2.2978E-5,true
20,0.7,5992,7.752E-6,false
20,0.7,5960,2.8146E-5,true
20,0.7,5750,2.4724E-5,true
20,0.7,5747,2.9543E-5,true
20,0.7,6115,2.5632E-5,true
20,0.7,5751,2.4724E-5,true
20,0.7,6039,2.8146E-5,true
20,0.7,6077,2.4863E-5,true
20,0.7,5637,2.4305E-5,true
20,0.7,5987,6.495E-6,false
20,0.7,5619,2.7169E-5,true
20,0.7,5798,6.985E-6,false
20,0.7,6195,2.235E-5,true
20,0.7,5506,6.635E-6,false
20,0.7,5990,2.4305E-5,true
20,0.7,5961,2.8635E-5,true
20,0.7,6033,6.565E-6,false
20,0.7,5788,2.4864E-5,true
20,0.7,6040,2.3885E-5,true
20,0.7,6362,2.4864E-5,true
20,0.7,5841,2.7238E-5,true
20,0.7,5875,2.3815E-5,true
20,0.7,5539,2.4025E-5,true
20,0.7,5869,2.4235E-5,true
20,0.7,6169,2.9543E-5,true
20,0.7,5959,3.1708E-5,true
20,0.7,5558,2.3816E-5,true
20,0.7,5786,2.4375E-5,true
20,0.7,5543,6.077E-6,false
20,0.7,5827,2.7587E-5,true
20,0.7,6075,3.2965E-5,true
20,0.7,5503,2.5352E-5,true
20,0.7,5788,2.8007E-5,true
20,0.7,6157,2.4305E-5,true
20,0.7,5792,6.286E-6,false
20,0.7,5990,2.2419E-5,true
20,0.7,5624,2.2908E-5,true
20,0.7,6242,2.207E-5,true
20,0.7,5956,6.216E-6,false
20,0.7,6070,2.8076E-5,true
20,0.7,5823,2.6191E-5,true
20,0.7,5873,3.1987E-5,true
20,0.7,5710,2.8914E-5,true
20,0.7,5412,2.9543E-5,true
20,0.7,6119,2.7587E-5,true
20,0.7,5601,6.705E-6,false
20,0.7,6077,2.3816E-5,true
20,0.7,5634,3.0031E-5,true
20,0.7,5745,2.9124E-5,true
20,0.7,5709,2.6679E-5,true
20,0.7,5963,6.216E-6,false
20,0.7,5872,6.285E-6,false
20,0.7,5584,6.286E-6,false
20,0.7,5421,7.682E-6,false
20,0.7,6324,8.52E-6,false
20,0.7,5912,2.633E-5,true
20,0.7,5540,3.1987E-5,true
20,0.7,5875,2.7098E-5,true
20,0.7,6164,2.7587E-5,true
20,0.7,5911,3.0521E-5,true
20,0.7,5459,2.7378E-5,true
20,0.7,6244,2.4445E-5,true
20,0.7,5756,2.5702E-5,true
20,0.7,5949,6.146E-6,false
20,0.7,5787,6.634E-6,false
20,0.7,5910,2.9124E-5,true
20,0.7,5991,2.661E-5,true
20,0.7,5873,2.9961E-5,true
20,0.7,6076,2.7308E-5,true
20,0.7,6488,2.7797E-5,true
20,0.7,5948,2.3885E-5,true
20,0.7,5499,2.5981E-5,true
20,0.7,5951,3.0102E-5,true
20,0.7,6069,3.0521E-5,true
20,0.7,6115,2.8076E-5,true
20,0.7,5991,3.6178E-5,true
20,0.7,5881,3.4432E-5,true
20,0.7,6039,6.984E-6,false
20,0.7,5912,2.2838E-5,true
20,0.7,5823,2.2768E-5,true
20,0.7,6118,2.4724E-5,true
20,0.7,5787,2.668E-5,true
20,0.7,5998,2.5422E-5,true
20,0.7,6119,2.5702E-5,true
20,0.7,5786,2.5771E-5,true
20,0.7,5870,2.7238E-5,true
20,0.7,5748,3.052E-5,true
20,0.7,6075,6.565E-6,false
20,0.7,5459,2.661E-5,true
20,0.7,5757,6.147E-6,false
20,0.7,6033,3.2407E-5,true
20,0.7,5990,3.4781E-5,true
20,0.7,5593,3.1918E-5,true
20,0.7,5751,3.1917E-5,true
20,0.7,5799,2.4724E-5,true
20,0.7,6244,2.8146E-5,true
20,0.7,5379,2.6889E-5,true
20,0.7,5837,2.8076E-5,true
20,0.7,5785,2.7168E-5,true
20,0.7,5916,2.7517E-5,true
20,0.7,5951,2.3397E-5,true
20,0.7,6160,2.7029E-5,true
20,0.7,5864,2.7727E-5,true
20,0.7,5512,2.675E-5,true
20,0.7,6319,2.7099E-5,true
20,0.7,6323,4.9518E-5,true
20,0.7,5870,2.8635E-5,true
20,0.7,5123,6.146E-6,false
20,0.7,5835,2.7587E-5,true
20,0.7,5870,2.214E-5,true
20,0.7,5915,2.6261E-5,true
20,0.7,5459,2.7238E-5,true
20,0.7,5833,3.0032E-5,true
20,0.7,5988,2.9543E-5,true
20,0.7,5662,4.7213E-5,true
20,0.7,6202,3.527E-5,true
20,0.7,5793,2.7657E-5,true
20,0.7,6199,3.1499E-5,true
20,0.7,5717,8.52E-6,false
20,0.7,5988,6.216E-6,false
20,0.7,6198,2.3048E-5,true
20,0.7,5664,2.9124E-5,true
20,0.7,5965,2.9334E-5,true
20,0.7,6233,2.8565E-5,true
20,0.7,5669,2.7238E-5,true
20,0.7,6452,2.9473E-5,true
20,0.7,5541,2.8076E-5,true
20,0.7,5912,2.2838E-5,true
20,0.7,6076,2.7657E-5,true
20,0.7,5785,2.5702E-5,true
20,0.7,6083,6.077E-6,false
20,0.7,6069,2.7169E-5,true
20,0.7,5912,2.7657E-5,true
20,0.7,5793,2.6679E-5,true
20,0.7,5959,6.635E-6,false
20,0.7,6163,2.7098E-5,true
20,0.7,6118,2.4374E-5,true
20,0.7,5629,2.2838E-5,true
20,0.7,5664,2.4375E-5,true
20,0.7,5916,6.146E-6,false
20,0.7,6032,3.1499E-5,true
20,0.7,5705,2.5771E-5,true
20,0.7,5741,3.4292E-5,true
20,0.7,5637,8.661E-6,false
20,0.7,5938,6.285E-6,false
20,0.7,5502,2.7168E-5,true
20,0.7,6033,2.3396E-5,true
20,0.7,5957,2.4305E-5,true
20,0.7,5963,2.3676E-5,true
20,0.7,6164,2.4793E-5,true
20,0.7,5704,2.5842E-5,true
20,0.7,5956,2.9054E-5,true
20,0.7,5920,2.8076E-5,true
20,0.7,5826,2.5772E-5,true
20,0.7,5619,7.263E-6,false
20,0.7,5883,2.7169E-5,true
20,0.7,5620,2.2838E-5,true
20,0.7,6115,2.193E-5,true
20,0.7,5913,2.4724E-5,true
20,0.7,6158,2.2488E-5,true
20,0.7,5991,6.355E-6,false
20,0.7,5915,2.5143E-5,true
20,0.7,5951,2.7099E-5,true
20,0.7,5880,2.3326E-5,true
20,0.7,5212,2.7168E-5,true
20,0.7,6032,2.6191E-5,true
20,0.7,6159,2.4374E-5,true
20,0.7,6042,3.0521E-5,true
20,0.7,5667,2.4793E-5,true
20,0.7,5749,2.7098E-5,true
20,0.7,5514,2.8146E-5,true
20,0.7,6076,2.3187E-5,true
20,0.7,5829,2.8077E-5,true
20,0.7,5591,3.0521E-5,true
