n-size,edge_probability,operations_count,operations_count,output
35,0.5,21859,1.4457E-5,false
35,0.5,22497,3.9739E-5,true
35,0.5,21854,1.4458E-5,false
35,0.5,23216,1.6134E-5,false
35,0.5,23290,1.5086E-5,false
35,0.5,23092,1.4667E-5,false
35,0.5,23199,4.1486E-5,true
35,0.5,21583,4.1416E-5,true
35,0.5,22010,1.4457E-5,false
35,0.5,22790,4.1067E-5,true
35,0.5,23139,4.6095E-5,true
35,0.5,19901,2.7657E-5,false
35,0.5,22562,2.9613E-5,false
35,0.5,20659,6.2996E-5,true
35,0.5,23052,5.2451E-5,true
35,0.5,23851,5.2869E-5,true
35,0.5,22359,2.1022E-5,false
35,0.5,21786,1.5366E-5,false
35,0.5,22317,1.4736E-5,false
35,0.5,23140,4.1486E-5,true
35,0.5,23452,1.4038E-5,false
35,0.5,22055,1.4457E-5,false
35,0.5,22205,1.4946E-5,false
35,0.5,21937,4.0648E-5,true
35,0.5,21508,4.0578E-5,true
35,0.5,22641,1.5225E-5,false
35,0.5,21995,4.0927E-5,true
35,0.5,22578,1.5156E-5,false
35,0.5,23132,1.5575E-5,false
35,0.5,23706,4.0578E-5,true
35,0.5,21930,4.0787E-5,true
35,0.5,21745,1.4457E-5,false
35,0.5,22362,4.0577E-5,true
35,0.5,22852,4.0926E-5,true
35,0.5,20811,4.0438E-5,true
35,0.5,22200,4.1905E-5,true
35,0.5,22773,4.0508E-5,true
35,0.5,22001,3.995E-5,true
35,0.5,22851,4.0996E-5,true
35,0.5,21063,4.3022E-5,true
35,0.5,23346,1.4807E-5,false
35,0.5,24127,1.5156E-5,false
35,0.5,21427,3.995E-5,true
35,0.5,22148,1.5015E-5,false
35,0.5,22877,1.3828E-5,false
35,0.5,22366,1.5225E-5,false
35,0.5,21373,4.1067E-5,true
35,0.5,21289,1.5295E-5,false
35,0.5,21213,1.4736E-5,false
35,0.5,21659,1.5645E-5,false
35,0.5,21673,1.3759E-5,false
35,0.5,22937,4.1137E-5,true
35,0.5,23812,1.4667E-5,false
35,0.5,23925,4.1136E-5,true
35,0.5,21579,4.0927E-5,true
35,0.5,22712,1.4876E-5,false
35,0.5,20859,4.0019E-5,true
35,0.5,23482,4.0159E-5,true
35,0.5,23069,4.0927E-5,true
35,0.5,23701,4.0996E-5,true
35,0.5,22492,4.0997E-5,true
35,0.5,22984,1.5225E-5,false
35,0.5,20811,4.0438E-5,true
35,0.5,22716,4.0089E-5,true
35,0.5,22934,1.5715E-5,false
35,0.5,21638,4.0019E-5,true
35,0.5,21999,1.4248E-5,false
35,0.5,23784,1.5574E-5,false
35,0.5,22425,4.3372E-5,true
35,0.5,22112,1.4248E-5,false
35,0.5,21144,4.0438E-5,true
35,0.5,22357,1.3968E-5,false
35,0.5,23584,4.1136E-5,true
35,0.5,23069,4.7911E-5,true
35,0.5,22345,4.0997E-5,true
35,0.5,22562,4.0508E-5,true
35,0.5,23578,1.5156E-5,false
35,0.5,23132,4.1067E-5,true
35,0.5,23493,4.0997E-5,true
35,0.5,20079,1.4877E-5,false
35,0.5,23148,5.1263E-5,true
35,0.5,22282,4.2254E-5,true
35,0.5,21813,1.6761E-5,false
35,0.5,24411,1.6133E-5,false
35,0.5,21689,1.5365E-5,false
35,0.5,23350,4.428E-5,true
35,0.5,22491,4.1067E-5,true
35,0.5,23278,4.0648E-5,true
35,0.5,22996,4.0997E-5,true
35,0.5,22991,4.1555E-5,true
35,0.5,21007,1.4806E-5,false
35,0.5,22345,1.4946E-5,false
35,0.5,23417,1.4946E-5,false
35,0.5,22647,4.2114E-5,true
35,0.5,22075,1.5225E-5,false
35,0.5,22062,4.1485E-5,true
35,0.5,21857,4.0298E-5,true
35,0.5,23552,1.5085E-5,false
35,0.5,22296,4.1556E-5,true
35,0.5,22643,4.1067E-5,true
35,0.5,21562,1.313E-5,false
35,0.5,22569,4.4E-5,true
35,0.5,24262,4.1416E-5,true
35,0.5,21507,4.0857E-5,true
35,0.5,24135,1.5714E-5,false
35,0.5,22554,1.4666E-5,false
35,0.5,23094,1.4736E-5,false
35,0.5,21295,4.0717E-5,true
35,0.5,22652,4.1137E-5,true
35,0.5,22414,4.0507E-5,true
35,0.5,21927,3.9949E-5,true
35,0.5,20934,1.4108E-5,false
35,0.5,22713,1.5016E-5,false
35,0.5,21141,4.0996E-5,true
35,0.5,21389,1.3899E-5,false
35,0.5,21715,4.0438E-5,true
35,0.5,21709,4.0368E-5,true
35,0.5,23129,4.1276E-5,true
35,0.5,21294,4.0299E-5,true
35,0.5,23209,4.1765E-5,true
35,0.5,22922,1.4876E-5,false
35,0.5,22996,1.4946E-5,false
35,0.5,21787,1.5574E-5,false
35,0.5,23840,4.1626E-5,true
35,0.5,22937,4.0927E-5,true
35,0.5,21755,1.4667E-5,false
35,0.5,22351,4.0857E-5,true
35,0.5,22294,1.7251E-5,false
35,0.5,22360,4.0997E-5,true
35,0.5,20728,4.2533E-5,true
35,0.5,21932,1.4737E-5,false
35,0.5,21787,3.988E-5,true
35,0.5,22904,1.4876E-5,false
35,0.5,21227,4.0926E-5,true
35,0.5,21921,4.0788E-5,true
35,0.5,22207,3.953E-5,true
35,0.5,21159,3.9181E-5,true
35,0.5,21504,1.327E-5,false
35,0.5,21986,4.0717E-5,true
35,0.5,21870,1.4876E-5,false
35,0.5,22633,4.1206E-5,true
35,0.5,20799,4.0997E-5,true
35,0.5,23209,4.1206E-5,true
35,0.5,22279,4.1066E-5,true
35,0.5,20934,4.0857E-5,true
35,0.5,21430,1.4248E-5,false
35,0.5,23435,4.0997E-5,true
35,0.5,22706,4.0508E-5,true
35,0.5,21592,4.0019E-5,true
35,0.5,22633,4.1276E-5,true
35,0.5,21629,4.0019E-5,true
35,0.5,21649,4.0997E-5,true
35,0.5,22496,1.4666E-5,false
35,0.5,21863,1.5155E-5,false
35,0.5,21290,4.0508E-5,true
35,0.5,21536,1.4177E-5,false
35,0.5,22495,4.1066E-5,true
35,0.5,22437,1.4946E-5,false
35,0.5,22443,4.0508E-5,true
35,0.5,22142,4.0718E-5,true
35,0.5,23081,1.4807E-5,false
35,0.5,21922,1.4877E-5,false
35,0.5,22628,4.4628E-5,true
35,0.5,23071,1.5854E-5,false
35,0.5,22635,4.0159E-5,true
35,0.5,21429,1.4666E-5,false
35,0.5,22001,4.0368E-5,true
35,0.5,21573,1.5785E-5,false
35,0.5,22717,4.1416E-5,true
35,0.5,21783,4.1206E-5,true
35,0.5,22141,4.0927E-5,true
35,0.5,23613,4.6584E-5,true
35,0.5,21501,4.0019E-5,true
35,0.5,22632,1.4737E-5,false
35,0.5,21825,1.4457E-5,false
35,0.5,21533,1.3968E-5,false
35,0.5,22208,4.0648E-5,true
35,0.5,23509,4.0997E-5,true
35,0.5,20581,1.5155E-5,false
35,0.5,22436,4.0787E-5,true
35,0.5,21854,1.5295E-5,false
35,0.5,22130,2.1023E-5,false
35,0.5,21008,3.9879E-5,true
35,0.5,22430,4.1067E-5,true
35,0.5,22714,1.5155E-5,false
35,0.5,21997,4.0997E-5,true
35,0.5,21858,4.0089E-5,true
35,0.5,22776,1.3968E-5,false
35,0.5,22128,4.0019E-5,true
35,0.5,22062,1.4877E-5,false
35,0.5,21882,1.3759E-5,false
35,0.5,20573,3.96E-5,true
35,0.5,22989,4.0578E-5,true
35,0.5,22064,4.1276E-5,true
35,0.5,21283,1.4178E-5,false
35,0.5,23126,4.1067E-5,true
35,0.5,22786,1.4527E-5,false
35,0.5,21995,3.939E-5,true
35,0.5,23069,1.4737E-5,false
35,0.5,22705,4.0229E-5,true
35,0.5,23126,4.0508E-5,true
35,0.5,22273,3.9949E-5,true
35,0.5,22063,4.0996E-5,true
35,0.5,21300,1.4177E-5,false
35,0.5,21284,3.967E-5,true
35,0.5,21997,1.4806E-5,false
35,0.5,21363,4.0158E-5,true
35,0.5,22844,4.0159E-5,true
35,0.5,22557,3.953E-5,true
35,0.5,21808,4.0438E-5,true
35,0.5,22280,4.0927E-5,true
35,0.5,22422,4.1556E-5,true
35,0.5,21436,4.0159E-5,true
35,0.5,24261,4.4908E-5,true
35,0.5,22921,4.1067E-5,true
35,0.5,23280,1.5505E-5,false
35,0.5,22486,1.4946E-5,false
35,0.5,21848,3.9949E-5,true
35,0.5,22428,1.4736E-5,false
35,0.5,22002,4.1067E-5,true
35,0.5,23214,4.1067E-5,true
35,0.5,22986,4.0997E-5,true
35,0.5,22060,3.9949E-5,true
35,0.5,21295,4.0578E-5,true
35,0.5,22251,1.4806E-5,false
35,0.5,23060,1.4527E-5,false
35,0.5,21720,1.4247E-5,false
35,0.5,22709,4.1486E-5,true
35,0.5,22776,4.0857E-5,true
35,0.5,23279,1.5016E-5,false
35,0.5,21573,1.4876E-5,false
35,0.5,21360,4.0089E-5,true
35,0.5,22644,1.4946E-5,false
35,0.5,23284,1.5155E-5,false
35,0.5,24066,1.6343E-5,false
35,0.5,21424,4.0438E-5,true
35,0.7,29476,4.2254E-5,true
35,0.7,31083,4.2115E-5,true
35,0.7,31726,4.4419E-5,true
35,0.7,31081,4.2254E-5,true
35,0.7,32074,4.1625E-5,true
35,0.7,31665,4.2883E-5,true
35,0.7,29803,1.6552E-5,false
35,0.7,30040,4.2324E-5,true
35,0.7,31028,4.2394E-5,true
35,0.7,29737,4.1975E-5,true
35,0.7,30384,4.6235E-5,true
35,0.7,31027,4.2603E-5,true
35,0.7,30309,4.2952E-5,true
35,0.7,31799,4.2324E-5,true
35,0.7,30369,1.5714E-5,false
35,0.7,33008,4.2812E-5,true
35,0.7,30939,4.1835E-5,true
35,0.7,32505,4.2812E-5,true
35,0.7,31243,4.1835E-5,true
35,0.7,30868,4.3441E-5,true
35,0.7,32078,4.0857E-5,true
35,0.7,29800,4.1835E-5,true
35,0.7,30933,4.1486E-5,true
35,0.7,30094,4.1904E-5,true
35,0.7,29535,4.1556E-5,true
35,0.7,29320,1.7251E-5,false
35,0.7,31243,4.2044E-5,true
35,0.7,29197,4.1975E-5,true
35,0.7,32395,4.2044E-5,true
35,0.7,30743,4.2044E-5,true
35,0.7,31245,4.1835E-5,true
35,0.7,28939,4.2394E-5,true
35,0.7,30097,4.2882E-5,true
35,0.7,30872,4.1975E-5,true
35,0.7,31156,4.2114E-5,true
35,0.7,30874,1.5784E-5,false
35,0.7,30648,1.5784E-5,false
35,0.7,30939,1.6832E-5,false
35,0.7,31583,4.2393E-5,true
35,0.7,30167,4.1416E-5,true
35,0.7,30818,1.9486E-5,false
35,0.7,31016,4.2045E-5,true
35,0.7,30892,4.1556E-5,true
35,0.7,30763,1.6832E-5,false
35,0.7,31017,4.6165E-5,true
35,0.7,31450,4.4279E-5,true
35,0.7,30253,4.2953E-5,true
35,0.7,31655,4.2394E-5,true
35,0.7,31381,1.6622E-5,false
35,0.7,30104,1.6482E-5,false
35,0.7,31720,4.2045E-5,true
35,0.7,30878,4.1136E-5,true
35,0.7,29874,4.0927E-5,true
35,0.7,31786,1.5644E-5,false
35,0.7,31308,4.2114E-5,true
35,0.7,29320,4.0997E-5,true
35,0.7,29948,4.1625E-5,true
35,0.7,29392,4.1137E-5,true
35,0.7,32086,4.2184E-5,true
35,0.7,30604,4.2044E-5,true
35,0.7,30453,4.1904E-5,true
35,0.7,30800,4.9238E-5,true
35,0.7,31222,1.6343E-5,false
35,0.7,31884,4.1555E-5,true
35,0.7,29396,4.2324E-5,true
35,0.7,31019,1.6622E-5,false
35,0.7,30813,1.6413E-5,false
35,0.7,30894,4.3022E-5,true
35,0.7,31032,4.1067E-5,true
35,0.7,31181,4.8051E-5,true
35,0.7,30809,4.2533E-5,true
35,0.7,31437,4.2464E-5,true
35,0.7,32009,1.7042E-5,false
35,0.7,31958,4.1276E-5,true
35,0.7,30898,4.3861E-5,true
35,0.7,31358,4.4E-5,true
35,0.7,31016,4.1346E-5,true
35,0.7,29879,4.6654E-5,true
35,0.7,31308,4.2044E-5,true
35,0.7,30729,4.0927E-5,true
35,0.7,32016,1.6622E-5,false
35,0.7,31369,4.1486E-5,true
35,0.7,30809,4.1975E-5,true
35,0.7,31149,4.2464E-5,true
35,0.7,32032,4.2323E-5,true
35,0.7,32737,4.2045E-5,true
35,0.7,31522,4.1207E-5,true
35,0.7,31021,4.1765E-5,true
35,0.7,30174,4.1626E-5,true
35,0.7,31529,4.6374E-5,true
35,0.7,30034,4.386E-5,true
35,0.7,29384,4.8051E-5,true
35,0.7,32008,4.1904E-5,true
35,0.7,30368,4.2464E-5,true
35,0.7,31372,4.2045E-5,true
35,0.7,30590,4.3441E-5,true
35,0.7,31226,4.5816E-5,true
35,0.7,33210,4.5816E-5,true
35,0.7,31380,4.4768E-5,true
35,0.7,30948,4.8051E-5,true
35,0.7,29415,4.5886E-5,true
35,0.7,32453,4.4977E-5,true
35,0.7,31896,4.9657E-5,true
35,0.7,31021,4.5536E-5,true
35,0.7,31512,4.7422E-5,true
35,0.7,31887,1.6203E-5,false
35,0.7,28972,4.6305E-5,true
35,0.7,30883,4.1975E-5,true
35,0.7,31523,1.6413E-5,false
35,0.7,30017,4.1835E-5,true
35,0.7,32080,4.0997E-5,true
35,0.7,31309,4.1555E-5,true
35,0.7,30811,4.2254E-5,true
35,0.7,32181,4.2115E-5,true
35,0.7,29238,1.5644E-5,false
35,0.7,31438,4.1905E-5,true
35,0.7,31923,5.1543E-5,true
35,0.7,32088,4.2394E-5,true
35,0.7,30742,1.7181E-5,false
35,0.7,30539,4.2114E-5,true
35,0.7,31661,4.1905E-5,true
35,0.7,33077,4.1555E-5,true
35,0.7,31115,4.1415E-5,true
35,0.7,31460,1.6343E-5,false
35,0.7,30447,4.1346E-5,true
35,0.7,30865,1.6203E-5,false
35,0.7,31594,4.1975E-5,true
35,0.7,31148,4.1486E-5,true
35,0.7,31733,4.1835E-5,true
35,0.7,29946,4.1765E-5,true
35,0.7,29681,4.1905E-5,true
35,0.7,30092,4.2044E-5,true
35,0.7,31308,4.2324E-5,true
35,0.7,31164,4.1556E-5,true
35,0.7,30723,4.1416E-5,true
35,0.7,32221,4.1835E-5,true
35,0.7,31658,1.5854E-5,false
35,0.7,31295,4.1625E-5,true
35,0.7,30804,4.0927E-5,true
35,0.7,30111,4.2323E-5,true
35,0.7,30306,4.1765E-5,true
35,0.7,31867,1.6832E-5,false
35,0.7,31719,4.1626E-5,true
35,0.7,30884,1.6343E-5,false
35,0.7,32314,4.2254E-5,true
35,0.7,31151,4.2044E-5,true
35,0.7,31856,4.0927E-5,true
35,0.7,28741,4.1486E-5,true
35,0.7,32076,4.0926E-5,true
35,0.7,30089,4.2463E-5,true
35,0.7,32104,4.2045E-5,true
35,0.7,31507,4.1625E-5,true
35,0.7,30440,4.2464E-5,true
35,0.7,30797,5.0495E-5,true
35,0.7,30885,4.2323E-5,true
35,0.7,33023,4.1485E-5,true
35,0.7,31306,4.1625E-5,true
35,0.7,29731,1.5924E-5,false
35,0.7,31301,1.6134E-5,false
35,0.7,30744,4.2463E-5,true
35,0.7,30318,4.1486E-5,true
35,0.7,31449,4.2114E-5,true
35,0.7,31459,1.6692E-5,false
35,0.7,31378,4.2742E-5,true
35,0.7,29951,4.1416E-5,true
35,0.7,30437,1.6203E-5,false
35,0.7,30457,1.6413E-5,false
35,0.7,30522,4.2254E-5,true
35,0.7,30819,1.5714E-5,false
35,0.7,31432,4.1416E-5,true
35,0.7,30508,4.2533E-5,true
35,0.7,31937,4.1834E-5,true
35,0.7,30816,4.2114E-5,true
35,0.7,31739,4.3022E-5,true
35,0.7,30107,1.7181E-5,false
35,0.7,31729,1.6622E-5,false
35,0.7,31317,1.5854E-5,false
35,0.7,32226,4.1136E-5,true
35,0.7,31510,4.1695E-5,true
35,0.7,30391,4.1835E-5,true
35,0.7,31515,4.2045E-5,true
35,0.7,31505,1.5784E-5,false
35,0.7,30460,4.1555E-5,true
35,0.7,30590,1.5715E-5,false
35,0.7,29673,4.1834E-5,true
35,0.7,30309,4.1975E-5,true
35,0.7,31226,1.5366E-5,false
35,0.7,31655,4.2463E-5,true
35,0.7,30263,1.6064E-5,false
35,0.7,30589,4.1415E-5,true
35,0.7,30540,4.2323E-5,true
35,0.7,30030,4.1974E-5,true
35,0.7,30834,1.5714E-5,false
35,0.7,31652,4.2673E-5,true
35,0.7,30807,1.5644E-5,false
35,0.7,29738,4.2394E-5,true
35,0.7,30521,1.8577E-5,false
35,0.7,30476,4.5118E-5,true
35,0.7,32007,4.3511E-5,true
35,0.7,31865,4.2044E-5,true
35,0.7,31958,4.2324E-5,true
35,0.7,30319,1.6692E-5,false
35,0.7,31302,4.2813E-5,true
35,0.7,31157,4.1346E-5,true
35,0.7,30881,4.1975E-5,true
35,0.7,30598,4.2114E-5,true
35,0.7,31084,4.1835E-5,true
35,0.7,30809,4.2254E-5,true
35,0.7,31234,4.2044E-5,true
35,0.7,31585,4.1416E-5,true
35,0.7,30679,4.2533E-5,true
35,0.7,30541,4.2044E-5,true
35,0.7,29948,4.2044E-5,true
35,0.7,30085,4.2115E-5,true
35,0.7,30038,4.2254E-5,true
35,0.7,31233,4.2044E-5,true
35,0.7,32011,1.5644E-5,false
35,0.7,30463,4.2323E-5,true
35,0.7,31022,4.2324E-5,true
35,0.7,30876,4.1835E-5,true
35,0.7,30937,4.1765E-5,true
35,0.7,30587,1.5225E-5,false
35,0.7,31440,4.3441E-5,true
35,0.7,32798,4.2883E-5,true
35,0.7,31291,4.1276E-5,true
35,0.7,30595,5.0006E-5,true
35,0.7,29662,4.2114E-5,true
35,0.7,30804,4.2044E-5,true
35,0.7,31301,4.2115E-5,true
35,0.7,30597,4.1835E-5,true
35,0.7,30103,4.3231E-5,true
35,0.7,30362,4.5397E-5,true
35,0.7,30312,1.6622E-5,false
35,0.7,31096,1.7251E-5,false
35,0.7,30947,4.5257E-5,true
35,0.7,31664,4.2394E-5,true
35,0.7,30085,4.0996E-5,true
35,0.7,31221,1.5575E-5,false
35,0.7,31524,4.2953E-5,true
35,0.7,31603,4.2045E-5,true
35,0.7,31517,1.8228E-5,false
35,0.7,29826,4.1625E-5,true
35,0.7,31604,4.1904E-5,true
35,0.7,30947,5.4756E-5,true
35,0.7,31021,4.2813E-5,true
35,0.7,31575,4.1556E-5,true
35,0.7,30304,4.2534E-5,true
35,0.7,31661,4.2533E-5,true
35,0.7,32589,4.2952E-5,true
35,0.7,30879,1.6203E-5,false
35,0.7,31858,4.2882E-5,true
35,0.7,30598,4.2533E-5,true
35,0.7,31385,4.3023E-5,true
35,0.7,30381,4.2463E-5,true
35,0.7,31793,4.2953E-5,true
35,0.7,30442,4.4699E-5,true
35,0.7,30668,4.7771E-5,true
35,0.7,29951,4.2324E-5,true
35,0.7,31527,4.3511E-5,true
35,0.7,31683,4.2603E-5,true
35,0.7,30538,4.2114E-5,true
35,0.7,29956,4.1555E-5,true
35,0.7,30930,4.1834E-5,true
35,0.7,31003,4.5257E-5,true
35,0.7,31300,4.1346E-5,true
35,0.7,29966,4.2393E-5,true
35,0.7,30105,4.2952E-5,true
35,0.7,29802,2.2349E-5,false
35,0.7,31172,4.2324E-5,true
35,0.7,31375,4.2254E-5,true
35,0.7,30126,4.3231E-5,true
35,0.7,31365,4.2044E-5,true
35,0.7,31538,5.0984E-5,true
35,0.7,30970,4.2883E-5,true
35,0.7,32589,1.5994E-5,false
35,0.7,30556,1.6343E-5,false
35,0.7,30376,4.4209E-5,true
35,0.7,30385,4.7911E-5,true
35,0.7,31243,4.2464E-5,true
35,0.7,31520,4.2393E-5,true
35,0.7,31521,4.6165E-5,true
35,0.7,30925,4.3721E-5,true
35,0.7,30253,4.2742E-5,true
35,0.7,31448,4.2953E-5,true
35,0.7,31840,1.8996E-5,false
35,0.7,30158,4.8261E-5,true
35,0.7,30312,2.0393E-5,false
35,0.7,30379,1.9346E-5,false
35,0.7,31656,4.9657E-5,true
35,0.7,29803,4.421E-5,true
35,0.7,29464,4.4E-5,true
35,0.7,31230,1.8578E-5,false
35,0.7,30450,4.6654E-5,true
35,0.7,29469,1.739E-5,false
35,0.7,30446,4.3511E-5,true
35,0.7,31154,1.6622E-5,false
35,0.7,30940,4.4279E-5,true
35,0.7,30163,4.2812E-5,true
35,0.7,29953,4.2743E-5,true
35,0.7,31304,1.6622E-5,false
40,0.3,19493,1.732E-5,false
40,0.3,20290,7.4381E-5,true
40,0.3,21153,3.1288E-5,false
40,0.3,20023,1.4806E-5,false
40,0.3,21244,1.5715E-5,false
40,0.3,22301,1.6064E-5,false
40,0.3,21155,1.4038E-5,false
40,0.3,20924,1.5645E-5,false
40,0.3,20188,1.4387E-5,false
40,0.3,19779,1.4737E-5,false
40,0.3,20764,4.4489E-5,true
40,0.3,22299,4.7282E-5,true
40,0.3,21001,4.5187E-5,true
40,0.3,22201,1.5644E-5,false
40,0.3,20838,4.4349E-5,true
40,0.3,21394,1.5295E-5,false
40,0.3,21645,1.5155E-5,false
40,0.3,20196,5.1822E-5,true
40,0.3,19441,1.6204E-5,false
40,0.3,20502,4.5886E-5,true
40,0.3,21563,1.5365E-5,false
40,0.3,18530,1.292E-5,false
40,0.3,19936,4.407E-5,true
40,0.3,20964,1.3759E-5,false
40,0.3,19134,1.341E-5,false
40,0.3,20842,4.5606E-5,true
40,0.3,20435,1.4317E-5,false
40,0.3,19886,1.4527E-5,false
40,0.3,20882,1.4946E-5,false
40,0.3,18209,1.5016E-5,false
40,0.3,18895,1.5016E-5,false
40,0.3,19742,1.5155E-5,false
40,0.3,17592,1.2851E-5,false
40,0.3,20836,1.4876E-5,false
40,0.3,19292,1.4387E-5,false
40,0.3,19388,4.6025E-5,true
40,0.3,19941,1.3898E-5,false
40,0.3,18813,1.5295E-5,false
40,0.3,20681,1.6203E-5,false
40,0.3,20676,1.5365E-5,false
40,0.3,21387,1.4877E-5,false
40,0.3,20547,1.4597E-5,false
40,0.3,24633,4.5746E-5,true
40,0.3,20155,1.4877E-5,false
40,0.3,19789,1.4666E-5,false
40,0.3,19326,1.4317E-5,false
40,0.3,20021,1.4247E-5,false
40,0.3,17547,1.3409E-5,false
40,0.3,19170,1.4387E-5,false
40,0.3,21571,1.5086E-5,false
40,0.3,20186,1.5225E-5,false
40,0.3,22026,1.5853E-5,false
40,0.3,21092,4.5117E-5,true
40,0.3,21408,4.4628E-5,true
40,0.3,20725,1.4807E-5,false
40,0.3,19903,1.6831E-5,false
40,0.3,21333,4.5677E-5,true
40,0.3,19376,1.3898E-5,false
40,0.3,21161,1.4667E-5,false
40,0.3,20519,1.3899E-5,false
40,0.3,19867,1.4388E-5,false
40,0.3,18648,1.4108E-5,false
40,0.3,21583,1.5155E-5,false
40,0.3,19785,1.4247E-5,false
40,0.3,21814,1.6343E-5,false
40,0.3,19707,1.4876E-5,false
40,0.3,18984,1.2991E-5,false
40,0.3,20922,1.3759E-5,false
40,0.3,21093,6.2019E-5,true
40,0.3,20795,1.4317E-5,false
40,0.3,19022,1.3199E-5,false
40,0.3,20055,1.3689E-5,false
40,0.3,21610,1.4737E-5,false
40,0.3,19531,4.3511E-5,true
40,0.3,19339,1.4736E-5,false
40,0.3,20680,1.4807E-5,false
40,0.3,21238,1.6622E-5,false
40,0.3,20427,1.4876E-5,false
40,0.3,22626,4.5187E-5,true
40,0.3,19376,1.4527E-5,false
40,0.3,21226,1.4737E-5,false
40,0.3,21395,1.4387E-5,false
40,0.3,18569,1.5156E-5,false
40,0.3,20137,1.4737E-5,false
40,0.3,19375,4.393E-5,true
40,0.3,20103,1.4807E-5,false
40,0.3,19540,4.4E-5,true
40,0.3,19943,4.6584E-5,true
40,0.3,20933,1.4248E-5,false
40,0.3,19945,1.4806E-5,false
40,0.3,20584,4.3861E-5,true
40,0.3,21862,1.5854E-5,false
40,0.3,21971,1.5505E-5,false
40,0.3,21330,1.7181E-5,false
40,0.3,18437,1.2921E-5,false
40,0.3,19187,1.4178E-5,false
40,0.3,20019,1.3549E-5,false
40,0.3,18728,1.3968E-5,false
40,0.3,21669,1.4457E-5,false
40,0.3,20432,1.4457E-5,false
40,0.3,19385,4.3022E-5,true
40,0.3,22374,1.5575E-5,false
40,0.3,20436,4.5746E-5,true
40,0.3,24002,4.6095E-5,true
40,0.3,21071,4.4908E-5,true
40,0.3,20399,1.5086E-5,false
40,0.3,19165,1.3968E-5,false
40,0.3,18771,1.299E-5,false
40,0.3,18572,4.5258E-5,true
40,0.3,18687,1.4736E-5,false
40,0.3,21285,1.4667E-5,false
40,0.3,19688,4.5188E-5,true
40,0.3,22143,1.5295E-5,false
40,0.3,19056,4.2812E-5,true
40,0.3,20551,1.3898E-5,false
40,0.3,18656,1.4108E-5,false
40,0.3,19981,1.3688E-5,false
40,0.3,20934,1.5155E-5,false
40,0.3,20115,1.6273E-5,false
40,0.3,18977,4.4209E-5,true
40,0.3,21284,1.8369E-5,false
40,0.3,22001,1.5295E-5,false
40,0.3,20354,4.4419E-5,true
40,0.3,19938,1.4457E-5,false
40,0.3,20431,4.407E-5,true
40,0.3,19583,1.4876E-5,false
40,0.3,19387,4.3511E-5,true
40,0.3,21079,4.4768E-5,true
40,0.3,20514,2.8146E-5,false
40,0.3,19055,1.3968E-5,false
40,0.3,19992,1.4736E-5,false
40,0.3,21405,1.5156E-5,false
40,0.3,21034,1.5155E-5,false
40,0.3,17957,1.2851E-5,false
40,0.3,23431,1.5225E-5,false
40,0.3,22221,1.4876E-5,false
40,0.3,21687,1.5295E-5,false
40,0.3,19263,1.3479E-5,false
40,0.3,21081,4.4768E-5,true
40,0.3,19869,1.4387E-5,false
40,0.3,20151,1.5016E-5,false
40,0.3,21980,1.5575E-5,false
40,0.3,19144,1.2851E-5,false
40,0.3,19893,1.3898E-5,false
40,0.3,21112,1.3269E-5,false
40,0.3,19138,4.5746E-5,true
40,0.3,20442,1.4876E-5,false
40,0.3,21202,1.4807E-5,false
40,0.3,19701,1.4946E-5,false
40,0.3,19956,1.5156E-5,false
40,0.3,22292,4.5746E-5,true
40,0.3,20745,4.4908E-5,true
40,0.3,18889,1.3759E-5,false
40,0.3,20915,4.5397E-5,true
40,0.3,22529,1.5645E-5,false
40,0.3,21478,1.5854E-5,false
40,0.3,21649,1.5784E-5,false
40,0.3,22544,4.4698E-5,true
40,0.3,20018,1.4527E-5,false
40,0.3,20845,1.4457E-5,false
40,0.3,22452,1.5645E-5,false
40,0.3,20032,4.386E-5,true
40,0.3,21219,1.5714E-5,false
40,0.3,19138,1.5155E-5,false
40,0.3,18891,1.5714E-5,false
40,0.3,20037,1.5225E-5,false
40,0.3,21417,4.5466E-5,true
40,0.3,20598,1.5225E-5,false
40,0.3,22558,1.6972E-5,false
40,0.3,20665,5.0634E-5,true
40,0.3,20839,4.4698E-5,true
40,0.3,20429,1.4877E-5,false
40,0.3,18968,1.4248E-5,false
40,0.3,19852,1.5644E-5,false
40,0.3,19332,1.3759E-5,false
40,0.3,21398,1.4807E-5,false
40,0.3,20019,4.5397E-5,true
40,0.3,18084,1.3688E-5,false
40,0.3,22307,1.5714E-5,false
40,0.3,18566,1.3759E-5,false
40,0.3,21331,1.4876E-5,false
40,0.3,22642,1.6762E-5,false
40,0.3,19551,1.5016E-5,false
40,0.3,21991,4.5676E-5,true
40,0.3,19749,1.5155E-5,false
40,0.3,20034,1.4876E-5,false
40,0.3,20697,1.5295E-5,false
40,0.3,20709,1.7042E-5,false
40,0.3,18489,4.4768E-5,true
40,0.3,22138,1.4807E-5,false
40,0.3,19299,1.3968E-5,false
40,0.3,19863,1.4457E-5,false
40,0.3,20274,1.4597E-5,false
40,0.3,20111,1.5784E-5,false
40,0.3,19704,1.4737E-5,false
40,0.3,18366,1.2292E-5,false
40,0.3,21435,1.5435E-5,false
40,0.3,19795,1.3898E-5,false
40,0.3,21904,1.6064E-5,false
40,0.3,19420,1.3759E-5,false
40,0.3,20195,1.5574E-5,false
